id,title,story
5045688,Bridge View Inn,
5045689,Middle Head Military Fortifications,"Hidden for more than a hundred years, you now have the opportunity to explore the military fortifications in one of Sydney's newest parklands. See 300 metres of tunnels, gun emplacements and views of the harbour that will take your breath away. Tours are run  each month."
5045690,Dappeto,"Rockdale's heritage drive provides the perfect opportunity to enjoy this heritage icon, a mansion of beautiful proportions. The heritage drive is available to download from the Rockdale Council website."
5045692,Ottery Mine,"The historic Ottery Mine is an abandoned arsenic/tin mine and the oldest principal ore refinery in Australia. The Department of Minerals and Resources have made this site safe and provided extensive information about its history. The mine is one of only a handful left in the world where such underground workings can be viewed, complete with arsenic concentrates still visible on the brickwork. Tours can include a visit to the nearby historic mining village of Emmaville."
5045693,Thomas Walker Convalescent Hospital,"This spectacular building adorning the Parramatta River was built as a convalescent hospital by philanthropist Thomas Walker in the late 19th century and designed by John Sulman in the Queen Anne style. Internally reflecting the influence of Florence Nightingale on 19th century hospital organisation, its grounds are an intact example of older style institutional gardens. The Concord Heritage Society takes tours to the site and can supply details of open days."
5045695,Waterview Wharf Workshops,"The Waterview Wharf Workshops are a remnant historic shipyard and former Adelaide Steamship Company wharf, and are included in the Balmain Loop walk (number 11)."
5045697,"Peninsula House, Tebbutt's Observatory","The Observatory buildings are open to the public, restored by the great grandson of astronomer John Tebbutt II. Tebbutt, who appears on the $100 note, discovered two comets from these observatories and had a crater on the moon named after him. His great grandson still lives in the Peninsula House which dates from 1844."
5045703,"Sydney Harbour Bridge, approaches and viaducts (road and rail)","A visit to Sydney would not be complete without crossing the world famous Sydney Harbour Bridge, be it by car, railway, bicycle or on foot. Within the south-east pylon, on the sity side of the bridge, you can visit the Pylon Lookout. Open to the public daily it requires a 200 stair climb but offers historical information about the famous bridge's design and construction during the Great Depression, complete with spectacular views of the harbour and the city. For the more adventurous, BridgeClimb will guide you up the steel ladders to the very top of the arch!"
5045707,Narrabri Gaol and Residence,The gaol complex includes a historic court house and court of petty sessions. Closed in 1982 the site is now operated by the Narrabri Historical Society as the local heritage centre. In the centre you can learn about your family history and see objects and stories explaining the history of Narrabri.
5045710,First Government House Site,"The Museum of Sydney is literally built upon the foundations of British authority in Australia. Here, following the landing of the First Fleet of convicts in 1788 Governor Arthur Phillip built the first Government House as his home and office. It remained the seat of authority for the first nine governors of New South Wales but was demolished in 1846 and its location forgotten. In 1983 archaeologists unearthed the original footings of the house, which had survived beneath decades of modern city construction. These archaeological remains are a highlight of any visit to the public forecourt to the museum, along with the marvellous Edge of the Trees sculpture which commemorates this site of early contact between the British colonisers and the Aboriginal people. The Museum of Sydney is an imaginative museum that focuses on all aspects of the history of Sydney from 1788 to the present and beyond. Guided tours are available on request."
5045711,Courthouse and site (former),"Dungog Courthouse was designed by prominent colonial architect James Barnet. The exterior can be viewed at any time, with more restricted access to the interior."
5045712,History House,"History House was designed by the architect George Allen Mansfield as a fine city residence for his uncle George Oakes in 1871. It is now the home of the Royal Australian Historical Society which holds regular seminars and events open to public. So is their library, where friendly staff will assist you in your research. Check their website for more details."
5045714,Tanilba House & The Temple,"Tanilba House commands beautiful views over beautiful Port Stephens. In summer the wide verandahs are cooled by sea breezes while in winter you may prefer to stay indoors around the open fire. Dating from 1831, Tanilba has its own residence ghost, reportedly a friendly one! You may take a guided tour of the house to see its period pieces and this includes a cup of tea, coffee or soft drink. Devonshire tea and light lunches are also available."
5045718,Tomago House & Tomago Chapel,"Tomago House gives you a taste of how the owners of large estates lived. The sandstone villa in a romantic setting was the centre of an agricultural complex which included vineyard, farmland and wetlands. It was established by barrister Richard Windeyer and his wife  Maria who took over operations after  his death in 1847. She continued to make the property an economic success and the story goes that she became so attached to the property that her figure is still seen in a rocking chair on the verandah or keeping an eye on the cellars. The house and pleasure gardens are available for hire or can be visited on Sundays."
5045719,Meroogal,"Meroogal was the much loved home of four generation of women from the same family. These family connections have created an unsurpassed social history record including furniture, household objects, diaries, letters, scrapbooks, photographs and clothes. These items give visitors a very personal insight into a more private world of the family. The house itself is delightful - timber with gothic trimmings rarely seen today. The house is open for guided tours on the weekends."
5045723,Palace Hotel,"Did you enjoy the movie ""Priscilla - Queen of the Desert""? Then visit Mario's Palace Hotel and have a drink at the bar where scenes were filmed! The interior is painted with an amazing array of murals, from Italian renaissance to Aboriginal landscapes. You can even stay in the 'Priscilla Suite', where scenes were filmed."
5045727,Mill and Millhouse,Basil's at Byrne's Mill is the place to enjoy a fine dining experience in the only surviving mill building in the Canberra-Queanbeyan district. Escape Canberra's roundabouts to the country town feel of historical Queanbeyan and Basil's. Book ahead to avoid disappointment. A loyal following makes this one of the most popular restaurants in Queanbeyan.
5045731,BMA House,"The breathtaking architecture of British Medical Association House is the perfect home for Wellbeing @ Macquarie, which provides a range of health services, including massage. The team pride themselves on the nurturing and caring environment created within this fine historic building. Let the team at Wellbeing @ Macquarie sooth and refresh you.  The BMA Building at 12 stories was one of the tallest built in Sydney during the 1920s. The facade of the building is decorated with gargoyles and tiles in rich and unique designs. The 11th floor balconies are surmounted by giant medieval knights holding shields to ward off evil. The beauty of a by-gone era is sure to please."
5045732,Mudgee Town Hall,
5045733,"St. John's Church, Hall & Grounds",
5045734,Hibernia Lodge,"This charming cottage is constructed of handmade bricks. Built in 1865 for the Queanbeyan Clerk of Petty Sessions, its large grounds frequently entertained the twonship's leaders. Hibernia Lodge is listed by the NSW Heritage Office and the National Trust. It can be viewed from the street or on the Queanbeyan Heritage Tour."
5045736,Armidale Railway Station & Stationmaster's residence,Discover the stories behind the building of the Great North Railway line at the Armidale Railway Museum. View the tools and implements used by the railwaymen of old while you explore the charming railway buildings. You can arrive in style on a heritage train provided by Heritage Express for an authentic entree to the station.
5045740,North Head Quarantine Station & Reserve,"In the tranquil surroundings of the old Quarantine Station on Sydney Harbour's North Head it is hard to believe that this place once bustled with immigrants and sailors sometimes held against their will to ensure they did not spread diseases into New South Wales. When scarlet fever, typhoid and small pox still posed a serious threat to the community, the passenger on infected ships were required to remain at North Head until declared safe. On a tour of the site you will find out how they were segregated according to their passenger ticket with the different classes offered different types of accommodation, food and freedom!   Some of the immigrants who came ashore here did not survive their illnesses. The story goes that some of these souls  still haunt the Quarantine Station. Take a Ghost Tour to see and hear more."
5045746,Royal Cricketers Arms Inn,"Opened over 100 years ago, the Royal Cricketers Arms still maintains good old-fashion service. Enjoy a gourmet meal or a drink at the bar in a relaxed and friendly atmosphere."
5045750,Glenalvon,"Glenalvon is a fine townhouse dating from the 1840s which is now occupied by the Campbelltown and Airds Historical Society. It is available for viewing by appointment.  The Society's museum located in the stable is open the first Saturday, second Tuesday, and third Wednesday of every month, from 10 am to 1 pm. Contact number is 02 46251822"
5045752,Mamre,"Come and visit Mamre for a meal, morning tea or special occasion.Relax with us in the peaceful country atmosphere of our fully restored 1820s restaurant and tearooms. Allow the staff to give you the friendly, old-fashioned service that goes with home cooking, log fires and the ambience of bygone times. The rustic setting, with magnificent oak trees and a fragrant rose garden provides an ideal location for a wedding or special occasion. The quiet atmosphere and well appointed rooms provide effective meeting and conference venues. Guided tours of the homestead and property bring Mamre's history to life. The gift shop has a unique variety of Australian made pottery, glassware, jewellery, woodwork of a special employment program, will delight the home gardener."
5045753,Kellys Bush Park,"Take in Kellys Bush Park on the Woolwich Village and Foreshore walk. This is one of few remnant pieces of natural bushland located on the foreshores of the Parramatta River.  The Park was also the site of the first ""Green Bans"" of the 1970s when a group of local residents enlisted the assistance of unions to oppose development of the site. It has been preserved for everyone to enjoy."
5045756,Loder House,"Loder House is a fine old Georgian town house built in 1834 for George Loder Jnr, a prosperous local farmer and merchant. It has been converted into a restaurant."
5045758,Kyeemagh Market Gardens,"This land has been used as market gardens since the late nineteenth century and are still associated with the Chinese community. Market gardens used to be common in Rockdale and throughout Sydney but now there are only three such sites remaining in the inner Sydney region. Their shrinking number has been recognised by their listing on the State Heritage Register, and by their inclusion on the Rockdale Heritage Drive, which takes visitors past the Kyeemagh Market Gardens."
5045790,Commonwealth Bank,"This imposing bank building in the Inter War Beaux Arts style was completed in 1928 to provide new headquarters for the Commonwealth Bank, then owned by the Australian Government. Externally the building displays monumental civic scale and precise, symmetrical detailing utilising classical motifs. Internally the banking chamber is detailed in an extravagant neo-Classical style, displaying substantial use of marble, and scagliola on tremendous stylised columns. The public is welcome to visit the banking chamber which in its day was one of the largest in the world and today is probably still the finest in New South Wales. The Commonwealth Bank is stop 8 on the City of Sydney Commerce walking tour, available for download from their website."
5045802,Mint Building and Hyde Park Barracks Group,"Learn about the daily lives of convicts at the Hyde Park Barracks, built by Governor Macquarie in 1819 to house his more unruly charges. Prior to this convicts were expected to find their own food and accommodation in the fledgling penal settlement. Your visit will also tell about the history of women immigrants and Sydney's destitute, other groups which have occupied this building at various times during its long history. The barracks offer permanent exhibitions about Sydney's male convict labourers, the convict system and excavated objects while temporary exhibitons explore other aspects of convict life.  Artefacts found on the site give touching insights into difficult lives. The building is a fine piece of Georgian architecture designed by the convict architect Francis Greenway. There is also an opportunity to refresh yourself with a meal or coffee and cake in the courtyard cafe. The reviews agree that a meal at the Hyde Park Barracks Cafe is an experience of fine food and excellent service enhanced by the historical surroundings.   Next door, the Mint was also built by Governor Macquarie. This was the Rum Hospital, completed in 1818 and a twin to to the NSW Parliament building further north along Macquarie Street. Together these are amongst the oldest public buildings in Australia to be in continual use. After Federation in 1916 this building gained its current name when it was used to mint the first Australian coins from 1916 (previously Australian currency was made in England).   Now the headquarters of the NSW government's Historic Houses Trust, recent conservation work to the Mint was greeted with accolades. It is well worth a look to see these innovative and sophisticated heritage buildings. The Mint holds regular exhibitions and allows visitors to explore the building including the Caroline Simpson Library with its substantial collections of interior decorations and colonial plants database. The quality cafe on the second storey provides views along Macquarie Street."
5048826,SODENS HOTEL AUSTRALIA,
5049697,LAMBTON COLLIERY,
5049761,COURT HOUSE,
5050315,Old Dubbo Gaol,"The Old Dubbo Gaol operated between the 1880s and 1966. During that time it housed many criminals as well as unfortunate people caught up in the harsh laws of the colony including the poor, the mentally ill and even children. The Dubbo Gaol tells their stories. Some had sensational lives as bushrangers, thieves and killers. Eight people were hung at the gaol and a new holographic display tells the story of the hangman, ""Nosey Bob"".  Another attraction of the Gaol is the display relating the life of ""Tracker Riley"", the first Aboriginal tracker to be promoted to Police Sergeant in New South Wales. Riley became famous for tracking lost children, finding criminals and locating the bodies of murder victims. A self-guided tour of the gaol takes about one hour, and a guided tour can be arranged for groups."
5050340,St. Peters Anglican Church,
5050360,Wylie's Baths,"Wylie's Baths are a perfect place for a swim as they are located amongst the cliffs at Coogee and protected from wind. The baths were constructed in 1907 by Henry Wylie, a champion swimmer, whose daughter Mina was also an outstanding swimmer (she represented Australia in the Stockholm Olympics in 1912, the first Olympic Games to admit women swimmers). The bathing complex includes an Olympic-size pool with ocean water, an elevated boardwalk, elegant new change rooms, kiosk and store.   Visiting Wylie's takes all the hassle out of going to the beach. You can even get a relaxing seaside massage. The gourmet cafe provides culinary delights so all you have to do is pack your swim suit and towel."
5050509,Richmond Park,
5050765,Harper's Mansion,"This fine Georgian House was built in 1834 by James Harper, first licensee of the Surveyor General. The Roman Catholic Church bought the house in 1853, using it as a presbytery until 1898. It is now owned by the National Trust, but is not open to the public. You can take in this magnificent mansion on the Berrima Heritage Walk."
5050831,The Priory,
5051251,Richmond Post Office,Richmond Post Office is a fine example of the Victorian Italianate architectural style.  It is located on a prominent corner site and with the neighbouring courthouse adds to the charm of Richmond.
5051253,Ahimsa,"Ahimsa and its surrounding bushland was the home of Marie Beuzeville Byles (1900-1979). Marie was a committed conservationist, the first practising female solicitor in New South Wales, a mountaineer, explorer, bushwalker, feminist, author and foundation member of the Buddhist Society in NSW. Now owned by the National Trust, the bush land is open to the public, as is the Buddhist meditation sanctuary ""Hut of Happy Omens"". The house is privately tenanted."
5051254,Everglades,"At Everglades the unique Blue Mountains bushland has been brought together with European landscape design for a garden experience you will never forget. Graceful and beautiful, the garden is the work of Danish-born landscape gardener Paul Sorensen in conjunction with owner Henri van de Velde. With world-wide recognition as a great inter-war garden, the 5 hectare property will not disappoint. The house is also an object of admiration, a Moderne-style 1930s mansion with extraordinary bathrooms!"
5051258,Woodford Academy,"In the Central Blue Mountains of New South Wales there is a group of sand stone buildings known since 1907 as the ""Woodford Academy"". Originally built as an inn, they have witnessed the passing of travellers on the road to Bathurst for over 160 years and provided many with refreshment and rest. Now the oldest buildings in the mountains, they have also served at different times as a country estate, fashionable guest-house, boarding school, place of worship and private residence. The property is widely acknowledged as a most significant historic site in the Blue Mountains, and indeed New South Wales."
5051261,Wirrimbirra Sanctuary,"Wirrimbirra Sanctuary was established in the 1960s to preserve Bargo Brush, a threatened ecosystem, and to promote the use of Australian native plants. The sanctuary today is a flora and fauna education and research centre. While not a zoo, you may wander along the bushwalking trails and see wallabies, kangaroos, echidnas, possums and other native animals in their natural habitat. You can learn more in the Visitors' Centre or have a BBQ or picnic. The sanctuary offers hostel-style accommodation so you can see the nocturnal animals of the Australian bush and gaze at the unspoilt starlit skies."
5051262,Grossman House,"Business partners Isaac Beckett and Samuel Owens not only worked together, they also built identical Victorian town houses next door to each other. The history of Beckett's house later diverged from its neighbour when it became the Maitland Girl's High School and was renamed ""Grossmann House"", after the first headmistress. Miss Grossmann was principal at the school from 1890-1913. Grossman House has now been painstakingly restored. The wallpaper was recreated from documentary evidence and the interiofs feature a working gas light. The furniture reflects the era of Beckett's occupation and mosly comes from the Hunter region. The property also has a rich costume and textile collection, displayed in the first floor exhibition space."
5051263,Brough House,
5051264,Norman Lindsay Gallery,"Come and be inspired by the home and works of 'The Magic Pudding' author Norman Lindsay. A prolific artist, his home is now a gallery of his etchings, oils, watercolours, sculptures and the fine ship models that he made as a pastime. Lindsay extended his creativity to the garden adding classical colonnades and a Roman courtyard to the house, and sculpting nymphs, satyrs and fountains throughout the grounds. The property includes a cafe open for breakfast and lunch.   Set within the grounds is a cottage that offers a peaceful retreat from modern life with its views over the Blue Mountains and a fully refurbished interior. The cottage is fully equipped and you can self-cater, or take breakfast and lunch at the Norman Lindsay Cafe for a real escape from the daily grind."
5051265,Saumarez Homestead,"Saumarez Homestead is an extensive pastoral property first established in the 1830s and containing a broad range of rural buildings from humble timber structures to an opulent Victorian House. Long owned by a branch of the prominent White family (associated with Nobel winning writer Patrick White), you can take a guided tour through the mansion complete with original furnishings. Stroll through Mary White's charming garden, the picking garden and the expansive lawns. Explore the farm area and its interpretative display, the stables, poultry yard, slaughter house and other old timber buildings.  Saumarez Homestead is also available for conferences and functions and can cater for all types of events. Education programs and kits are available for school groups. Tours run daily."
5051266,Tenterfield School of Arts,"Sir Henry Parkes is known as the ""Father of Federation"" and it was at the Tenterfield School of Arts that he delivered the speech that turned federation from a theoretical debate into a plan for action. The building's associations with Parkes and the events leading to the unification of the Australian colonies have earned it the distinction of being ""the birth place of a nation"".  The Tenterfield School of Arts now houses a museum containing Parkes memorabilia, a library, cinema and theatre."
5051267,Miss Traill's House,"This elegant home was bequeathed to the National Trust in 1976 by Miss Ida Traill, together with her significant collection of family heirlooms, tasteful furniture, horseracing memorabilia, paintings and ceramics. Miss Traill's family were one of the first to settle in Bathurst and the house also displays something of the development of this early inland town. Miss Traill's House and Garden remains a fine example of one of the few Victorian-era homes within Bathurst that is largely unaltered.   Miss Traill's family were successful race horse breeders for over 50 years and her garden includes a horse paddock, once common in the cities and towns of New South Wales. The garden also features a herb garden and well-established 'cooler climate' shrubs and flowers."
5051270,Riversdale,"Experience the delight of a guided tour of Riversdale, a fine Georgian cottage. This National Trust building houses a particularly fine collection of furniture, arts and crafts. There are also large flower gardens with beautiful views. A highlight of the gardens are the apple trees planted in 1819."
5051273,Goulburn Post Office,"The form and scale of Goulburn Post Office reflects the city's status as a thriving regional centre in the late nineteenth century. It is a distinctive example of the Victorian Italianate style, and is a landmark feature of Goulburn's main thoroughfare. Along with the Town Hall, former Mechanics Institute and Court House, Goulburn Post Office forms an important civic group of buildings that help define the historic character of the city. Goulburn Post Office was designed by NSW Colonial Architect's Office James Barnet."
5051274,Broken Hill Post Office,"Broken Hill has so many remarkable buildings that they are well worth a tour. A standout amongst them will the Broken Hill Post Office, with its turreted roof and footpath verandah, a feature rarely seen these days.."
5051275,Kiama Post Office,"Kiama is an important service centre in the region and a favoured tourist destination. Because of this it was also was an important point in the mail delivery system, which can be seen in the imposing Kiama Post Office."
5051282,Newcastle Customs House,"The grand and gracious former Customs House now offers an elegant, contemporary dining experience in Newcastle. The stunning building sits on the foreshore offering a delightful view for patrons when they dine on the verandah. Inside the sweeping cedar staircases, ornate ceilings and heritage decor create a rare atmosphere."
5051285,Price Morris Cottage,"Experience a piece of colonial history when you stay in the Price Morris cottage. Price Morris arrived as a convict in 1812 but he married Mary a currency lass (born in New South Wales) and after his emancipation successfully developed farming land and built this slab house around 1837. The first Methodist religious service in the area was held in the cottage. Now faithfully restored, the house also incorporates modern comforts for your enjoyment. Self-catering, but with the convenience of a continental breakfast included, you are free to set your own schedule to relax or explore St Albans and surrounds."
5051287,Kempsey Post Office,"Kempsey is an important service centre in the region and a favoured rest spot for travellers. As a service centre Kempsey was an important point in the mail delivery system, which can be seen in the distinguished Victorian Italianate Post Office."
5051295,Forbes Post Office,Forbes Post Office is one of the most spectacular of its type outside of Sydney. The elaborate arches and tower will impress. The Post Office is a stop on the Forbes heritage walk.
5051297,Hay Post Office,"The Hay Post Office, designed by James Barnet, is top number 6 on the Hay heritage walk."
5051305,Brewarrina Aboriginal Fish Traps / Baiame's Ngunnhu (Draft),"The Brewarrina Fish Traps are a complex arrangement of stone walls situated in the Barwon River which feeds into the Darling River.  Nearly half a kilometre in length, these fish traps are the largest known in Australia and were an ingenious invention long used by Aboriginal people to catch fish. The age of these fish traps is unknown and they may be one of the oldest human constructions in the world. They have been listed on the State Heritage Register and the National Heritage List. Aboriginal legend explains that they are an ancient Dreamtime site built by Baiame and his two sons Booma-ooma-nowi and Ghinda-inda-mui."
5051310,Miss Porter's House,"Miss Porter's House was built in 1909 and is rare for the intactness of its grounds, interiors and contents. It was continuously occupied by the Porter over a ninety year period. You can gain access to Miss Porter's little sanctuary and see what the 'careful, quiet and private lifestyle' of the two sisters and mother looked like."
5051311,Dundullimal,"A visit to the National Trust’s Dubbo property, Dundullimal is a special experience which allows visitors to step back into rural life in the early colony.  Its story is one of amazing endeavour and vision, evidenced in the creation of a finely crafted, albeit rustic home, which has survived in near original condition at a time when the land was beyond the limits of settlement. Built in the early 1840s as the head station of a 6,500 hectare squatting run, the homestead is Australia’s oldest surviving timber slab building.  Its interior however, is remarkably sophisticated for its genre, with louvre and multiple-paned glazing opening onto the verandah.  The imposing sitting room is noted for its ‘tent’ shaped plaster ceiling, and wallpaper reproduced from an 1850 patent.  The master bedroom is complete with iron bed and campaign chest.  The ‘working’ areas include the blacksmith shop and cart room, sunken cool room, stores and stables. The history of Dundullimal is linked to that of nearby Western Plains Zoo, part of which was once included on its land."
5051340,"Federation Pavilion, Cabarita Park","Why not take a ferry to Cabarita Park, have a BBQ or picnic and visit the pavilion in which Australia was born. The Federation Pavilion was where the first Governor General of Australia, Lord Hopetoun, the first prime Minister, Edmund Barton, and the first Cabinet were sworn in at the official inauguration of Federation in Centennial Park, Sydney, on 1 January 1901. In 1903 the Council of Concord bought the pavilion and moved it to its current location."
5051346,Fenwick & Co Boat Store - Anthony Hanna Test,
5051354,Barham Bridge over Murray River,"Bridges are not just functional, they can also be scenic and engineering attractions. Spare a few minutes to admire Barham Bridge over Murray Creek."
5051355,Beckers Bridge over Webbers Creek,"Bridges are not just functional, they can also be scenic and engineering attractions. Spare a few minutes to admire Beckers Bridge over Webbers Creek."
5051358,Bulga Bridge over Wollombi Brook,"Bridges are not just functional, they can also be scenic and engineering attractions. Spare a few minutes to admire Bulga Bridge over Wollombi Brook."
5051359,Woolloomooloo Finger Wharf,"As you would expect of this harbour city, the Woolloomooloo Wharves are now a magnet for foodies. With harbour views standard all you need to is choose a cuisine - Italian, Australian, Japanese and French or seafood, steak or a counter meal? Whatever your choice you can be sure of the quality, service and ambience of the historic wharf buildings."
5051361,Clarence River Road Bridge,"Bridges are not just functional, they can also be scenic and engineering attractions. Spare a few minutes to admire Clarence River Road Bridge."
5051362,Clarence Town Bridge over Williams River,"Bridges are not just functional, they can also be scenic and engineering attractions. Spare a few minutes to admire Clarence Town Bridge."
5051363,Colemans Bridge over Leycester Creek,"Bridges are not just functional, they can also be scenic and engineering attractions. Spare a few minutes to admire Colemans Bridge over Leycester Creek."
5051364,Bradleys Head Light Tower,The Bradleys Head Light Tower is located within the Sydney Harbour National Park. You can take a stroll from the Taronga Zoo Wharf or drive down Bradley Head Road. Once there you can admire the tower and explore the 1839 gun emplacements and mast of the HMAS Sydney Mast. The views back towards the harbour will also captivate you.
5051365,Manly Wharf,"Manly Wharf is the gateway to one of Sydney's favourite seaside playgrounds. A famous landmark for more than a century, the wharf comprises a shopping complex, international foodcourt with licensed boardwalk bar, restaurants, water sports and access to beaches and picnic areas. Manly Wharf  offers shopping, dining and entertainment on the harbour, by the beach, in the sun.Parking is available under the wharf."
5051366,Coonamit Bridge over Wakool River,"Bridges are not just functional, they can also be scenic and engineering attractions. Spare a few minutes to admire Coonamit Bridge over Wakool River."
5051367,Cooreei Bridge over Williams River,"Bridges are not just functional, they can also be scenic and engineering attractions. Spare a few minutes to admire Cooreei Bridge."
5051368,Crankies Plain Bridge,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire Crankies Plain Bridge. This bridge is a McDonald timber truss road bridge, a style of construction used extensively in New South Wales because of the high quality of local hardwoods and the shortage of steel during the early decades of settlement of the state."
5051369,Dunmore Bridge over the Paterson River,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire Dunmore Bridge over the Paterson River. Completed in 1899, the Dunmore bridge is a rare and representative example of an Allan truss road bridge, and is one of three surviving overhead braced timber truss road bridges in NSW. The bridge also has a lift span to allow river traffic under it, which is a rare feature that also contains much technical significance and information about engineering technology of the late 19th century."
5051371,Gee Gee Bridge over Wakool River,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire Gee Gee Bridge over the Wakool River. The Gee Gee Bridge is a representative example of a Dare type timber truss bridge, and was completed in 1929. As a timber truss road bridge, it has many associational links with important historical events, trends and people, including the expansion of the road network and economic activity throughout NSW, and Harvey Dare, the designer of this type of truss."
5051372,Hinton Bridge over Paterson River,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire Hinton Bridge over the Paterson River. Completed in 1901, Hinton Bridge is an Allan timber truss road bridge and it is one of only three lift bridges in the Hunter region, which in the past accomodated river steamers that travelled the Hunter River system. As a timber truss road bridge, it has many associational links with important historical events, trends and people, including the expansion of the road network and economic activity throughout NSW, and Percy Allan, the designer of this type of truss."
5051373,Junction Bridge,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire Junction Bridge. This bridge is one of five McDonald trusses remaining in NSW to date (one of which is no longer used by road traffic) and it is readily accessible from Sydney and the nearby alpine areas, situated in an idyllic rural setting over the Tumut River. The bridge is the only existing triple span arrangement of the McDonald's truss, a seminal bridge type designed by a prominent local engineer who was part of an important and influential group of NSW Public Works Department Engineers. Junction Bridge was designed to make full use of Australian native hardwoods and it forms part of a group of bridge types that combine to illustrate the evolution of timber truss bridge design in Australia which, collectively, revolutionized the ability of the government to provide trafficable roads around NSW in the late nineteenth century."
5051374,Lansdowne Bridge - Anthony Hanna Test,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire Lansdowne Bridge. Lansdowne Bridge was built by convicts from 1834-36 and is considered to be one of the finest examples of Colonial Architecture in Australia. The sandstone arch has the largest span of any surviving masonry bridge in Australia and the size, appearance and durability of this bridge make it an outstanding example of colonial engineering."
5051377,McKanes Falls Bridge,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire McKanes Falls Bridge. This bridge is a McDonald timber truss road bridge, a style of construction used extensively in New South Wales because of the high quality of local hardwoods and the shortage of steel during the early decades of settlement of the state."
5051378,Middle Falbrook Bridge over Glennies Creek,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire Middle Falbrook Bridge over the Glennies Creek. Completed in 1904, the Middle Falbrook bridge is a representative example of a DeBurgh timber truss road bridge, a type of construction that was the first to use significant amounts of steel and iron, and did so in spite of its high cost and the government's historical preference for timber. As a timber truss road bridge, it has many associational links with important historical events, trends and people, including the expansion of the road network and economic activity throughout NSW, and Ernest DeBurgh, the designer of this type of truss."
5051380,Morpeth Bridge over the Hunter River,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire Morpeth Bridge over the Hunter River. Completed in 1898, Morpeth bridge is the oldest surviving example of an overhead braced Allan truss road bridge in service, and is one of three surviving overhead braced timber truss road bridges in NSW. Timber truss bridges were important in the development of the road network in NSW and, through this, the expansion of rural NSW, particularly the mining and agricultural sectors, was facilitated. This bridge has a high degree of technical significance as well as historical association with Percy Allan, the senior bridge designer at the Public Works Department."
5051382,Bridge over Tunks (Pearces) Creek,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire the bridge over Tunks (Pearces) Creek. Built in 1893, this bridge is a McDonald timber truss road bridge, a type of construction used extensively in New South Wales because of the high quality of local hardwoods and the shortage of steel during the early decades of settlement of the state."
5051384,St. Albans Bridge over MacDonald River,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire St Albans Bridge. Completed in 1902, St Albans Bridge is a representative but early example of a DeBurgh timber truss road bridge, a type of construction that was the first to use significant amounts of steel and iron, and did so in spite of its high cost and the government's historical preference for timber. As a timber truss road bridge, it has many associational links with important historical events, trends and people, including the expansion of the road network and economic activity throughout NSW, and Ernest DeBurgh, the designer of this type of truss."
5051385,Swan Hill-Murray River Road Bridge,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire Swan Hill-Murray River Road Bridge. Built in 1896, this Allan timber truss bridge is important for its aesthetic form, setting, details and materials. The presence of the lift span is also important. The Swan Hill-Murray River Road Bridge is one of only two surviving Murray River bridges with Allan truss spans, or Allan-designed lift spans (the other being the Tooleybuc Bridge). In 1896, the Swan Hill Bridge was the first of its type to be constructed anywhere, and Tooleybuc the last to be built in 1925."
5051386,Tooleybuc Bridge over Murray River,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire Tooleybuc Bridge over the Murray River. The Tooleybuc Bridge is one of only two surviving Murray River bridges with Allan truss spans, or Allan-designed lift spans (the other being the Swan Hill-Murray River Road Bridge). In 1896, the Swan Hill Bridge was the first of its type to be constructed anywhere, and Tooleybuc the last to be built in 1925. The Tooleybuc Bridge has aesthetic significance due to its setting and size and it has landmark qualities within the town. The bridge is also a focal point to transport, and  provides the only gateway between the states of Victoria and NSW."
5051387,Vacy Bridge over Paterson River,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire Vacy Bridge over the Paterson River. Completed in 1898, the Vacy Bridge is a representative but early example of an Allan type timber truss road bridge. As a timber truss road bridge, it has many associational links with important historical events, trends and people, including the expansion of the road network and economic activity throughout NSW, and Percy Allan, the designer of this type of truss."
5051388,Victoria Bridge over Stonequarry Creek,"Bridges are not just functional, they can also be scenic and engineering attractions so spare some time to admire Victoria Bridge over the Stonequarry Creek. Completed in 1897, the Victoria Bridge is a representative but early example of an Allan type timber truss road bridge. Having the tallest timber trestle supporting piers of any timber truss bridge, the Victoria Bridge has an imposing appearance, and is both technically and aesthetically significant as a result. As a timber truss road bridge, it also has many associational links with important historical events, trends and people, including the expansion of the road network and economic activity throughout NSW, and Percy Allan, the designer of this type of truss."
